,id,offset,xmin,ymin,xmax,ymax,label,car_direction,car_curv,lane1_detected,lane2_detected,lane3_detected,lane4_detected,lane1_points,lane2_points,lane3_points,lane4_points
54,48,-0.25932119594919545,359,617,381,651,car,F,8928.508507942905,True,True,True,True,"[(32, 507), (48, 505), (64, 498), (80, 492), (96, 485), (112, 483), (128, 482), (144, 476), (160, 470), (176, 468), (192, 461), (208, 455), (224, 454), (240, 447), (256, 441), (272, 439), (288, 440), (304, 433), (320, 431), (336, 426), (352, 425), (368, 422), (384, 416), (400, 410), (416, 409), (432, 404), (448, 401), (464, 396), (480, 394), (496, 387), (512, 383), (528, 380), (544, 375), (560, 370), (576, 374)]","[(599, 384), (593, 390), (587, 396), (576, 402), (568, 408), (561, 414), (551, 420), (544, 425), (537, 431), (529, 437), (522, 443), (512, 449), (505, 455), (498, 461), (491, 467), (480, 472), (477, 478), (467, 484), (459, 490), (452, 496), (441, 502), (434, 508), (426, 514), (419, 520), (409, 525), (402, 531), (395, 537), (388, 543), (381, 549), (374, 555), (364, 561), (356, 567), (349, 572), (338, 578), (331, 584), (323, 590), (313, 596), (306, 602), (299, 608), (292, 614), (280, 620), (273, 625), (272, 631), (265, 637), (254, 643), (252, 649), (235, 655), (228, 661), (227, 667), (220, 672), (209, 678), (202, 684), (195, 690), (189, 696), (177, 702), (176, 708), (170, 714), (150, 720)]","[(652, 384), (659, 390), (670, 396), (671, 402), (673, 408), (678, 414), (685, 420), (691, 425), (697, 431), (710, 437), (722, 443), (729, 449), (736, 455), (736, 461), (742, 467), (748, 472), (749, 478), (749, 484), (756, 490), (774, 496), (781, 502), (787, 508), (793, 514), (788, 520), (789, 525), (813, 531), (813, 537), (813, 543), (819, 549), (825, 555), (832, 561), (833, 567), (839, 572), (898, 578), (909, 584), (915, 590), (852, 596), (858, 602), (864, 608), (870, 614), (877, 620), (877, 625), (878, 631), (980, 637), (987, 643), (993, 649), (1006, 655), (1012, 661), (1038, 667), (1025, 672), (1037, 678), (1044, 684), (1070, 690), (1077, 696), (1083, 702), (1090, 708), (1090, 714), (1096, 720)]","[(704, 380), (720, 384), (736, 388), (752, 394), (768, 397), (784, 402), (800, 404), (816, 410), (832, 416), (848, 423), (864, 425), (880, 432), (896, 434), (912, 439), (928, 445), (944, 449), (960, 454), (976, 459), (992, 462), (1008, 468), (1024, 472), (1040, 478), (1056, 482), (1072, 488), (1088, 492), (1104, 498), (1120, 504), (1136, 507), (1152, 512), (1168, 517), (1184, 522), (1200, 526), (1216, 533), (1232, 536), (1248, 542), (1264, 547), (1280, 554)]"
55,49,-0.25745551641493375,358,616,380,650,car,F,3206.8381070217993,True,True,True,True,"[(32, 506), (48, 505), (64, 498), (80, 491), (96, 485), (112, 484), (128, 482), (144, 476), (160, 470), (176, 469), (192, 462), (208, 460), (224, 454), (240, 448), (256, 447), (272, 440), (288, 440), (304, 433), (320, 431), (336, 426), (352, 424), (368, 422), (384, 416), (400, 410), (416, 409), (432, 404), (448, 401), (464, 396), (480, 393), (496, 388), (512, 383), (528, 381), (544, 376), (560, 370), (576, 374)]","[(596, 384), (590, 390), (582, 396), (576, 402), (568, 408), (561, 414), (551, 420), (544, 425), (537, 431), (529, 437), (522, 443), (512, 449), (505, 455), (498, 461), (491, 467), (480, 472), (477, 478), (467, 484), (459, 490), (452, 496), (441, 502), (434, 508), (427, 514), (420, 520), (409, 525), (403, 531), (396, 537), (388, 543), (381, 549), (374, 555), (364, 561), (356, 567), (350, 572), (343, 578), (336, 584), (324, 590), (317, 596), (306, 602), (304, 608), (297, 614), (291, 620), (279, 625), (272, 631), (266, 637), (255, 643), (253, 649), (241, 655), (234, 661), (227, 667), (220, 672), (209, 678), (202, 684), (196, 690), (189, 696), (182, 702), (176, 708), (170, 714), (163, 720)]","[(652, 384), (659, 390), (670, 396), (671, 402), (672, 408), (678, 414), (684, 420), (691, 425), (697, 431), (691, 437), (692, 443), (698, 449), (717, 455), (723, 461), (723, 467), (729, 472), (736, 478), (743, 484), (755, 490), (761, 496), (763, 502), (769, 508), (781, 514), (787, 520), (788, 525), (794, 531), (794, 537), (813, 543), (814, 549), (825, 555), (831, 561), (832, 567), (839, 572), (898, 578), (909, 584), (911, 590), (851, 596), (857, 602), (859, 608), (865, 614), (871, 620), (872, 625), (878, 631), (980, 637), (885, 643), (993, 649), (1006, 655), (1012, 661), (1018, 667), (1025, 672), (1037, 678), (1063, 684), (1070, 690), (1076, 696), (1083, 702), (1089, 708), (1090, 714), (1096, 720)]","[(704, 380), (720, 386), (736, 389), (752, 394), (768, 397), (784, 403), (800, 405), (816, 410), (832, 416), (848, 423), (864, 425), (880, 431), (896, 433), (912, 439), (928, 444), (944, 448), (960, 454), (976, 459), (992, 462), (1008, 468), (1024, 473), (1040, 478), (1056, 483), (1072, 488), (1088, 492), (1104, 498), (1120, 503), (1136, 506), (1152, 512), (1168, 515), (1184, 521), (1200, 526), (1216, 532), (1232, 534), (1248, 537), (1264, 546), (1280, 544)]"
56,50,-0.5004501859554279,358,616,380,651,car,F,13796.540077003512,True,True,True,True,"[(32, 506), (48, 504), (64, 497), (80, 491), (96, 485), (112, 483), (128, 481), (144, 476), (160, 470), (176, 468), (192, 461), (208, 456), (224, 454), (240, 448), (256, 446), (272, 440), (288, 439), (304, 434), (320, 431), (336, 426), (352, 424), (368, 420), (384, 416), (400, 410), (416, 408), (432, 404), (448, 401), (464, 396), (480, 394), (496, 388), (512, 383), (528, 380), (544, 376), (560, 373), (576, 373), (592, 374)]","[(600, 384), (594, 390), (587, 396), (581, 402), (569, 408), (562, 414), (555, 420), (548, 425), (537, 431), (530, 437), (523, 443), (516, 449), (509, 455), (499, 461), (493, 467), (486, 472), (479, 478), (472, 484), (465, 490), (454, 496), (447, 502), (440, 508), (428, 514), (421, 520), (415, 525), (408, 531), (401, 537), (390, 543), (383, 549), (376, 555), (370, 561), (363, 567), (355, 572), (349, 578), (338, 584), (336, 590), (319, 596), (317, 602), (306, 608), (299, 614), (292, 620), (280, 625), (274, 631), (267, 637), (260, 643), (254, 649), (247, 655), (240, 661), (228, 667), (221, 672), (210, 678), (203, 684), (197, 690), (190, 696), (183, 702), (177, 708), (171, 714), (164, 720)]","[(653, 384), (671, 390), (671, 396), (672, 402), (677, 408), (679, 414), (691, 420), (692, 425), (698, 431), (710, 437), (711, 443), (711, 449), (717, 455), (723, 461), (724, 467), (730, 472), (748, 478), (743, 484), (755, 490), (761, 496), (763, 502), (769, 508), (781, 514), (787, 520), (788, 525), (794, 531), (794, 537), (812, 543), (814, 549), (825, 555), (826, 561), (832, 567), (838, 572), (833, 578), (834, 584), (840, 590), (851, 596), (857, 602), (859, 608), (865, 614), (871, 620), (872, 625), (878, 631), (884, 637), (885, 643), (896, 649), (903, 655), (903, 661), (910, 667), (922, 672), (928, 678), (935, 684), (942, 690), (948, 696), (955, 702), (941, 708), (941, 714), (942, 720)]","[(704, 380), (720, 386), (736, 389), (752, 394), (768, 398), (784, 403), (800, 408), (816, 411), (832, 417), (848, 423), (864, 426), (880, 432), (896, 433), (912, 439), (928, 445), (944, 448), (960, 454), (976, 459), (992, 463), (1008, 468), (1024, 473), (1040, 478), (1056, 483), (1072, 489), (1088, 492), (1104, 498), (1120, 504), (1136, 507), (1152, 512), (1168, 514), (1184, 521), (1200, 526), (1216, 529), (1232, 534), (1248, 536), (1264, 543), (1280, 544)]"
57,51,-0.37442986339271994,358,616,381,651,car,F,3721.796600018673,True,True,True,True,"[(32, 505), (48, 499), (64, 496), (80, 491), (96, 484), (112, 482), (128, 477), (144, 474), (160, 468), (176, 463), (192, 460), (208, 454), (224, 452), (240, 446), (256, 442), (272, 439), (288, 438), (304, 432), (320, 430), (336, 425), (352, 423), (368, 419), (384, 415), (400, 409), (416, 405), (432, 403), (448, 398), (464, 396), (480, 393), (496, 388), (512, 383), (528, 380), (544, 376), (560, 373), (576, 373)]","[(601, 384), (594, 390), (588, 396), (581, 402), (569, 408), (562, 414), (555, 420), (548, 425), (537, 431), (530, 437), (523, 443), (516, 449), (509, 455), (499, 461), (492, 467), (485, 472), (479, 478), (472, 484), (465, 490), (454, 496), (447, 502), (440, 508), (433, 514), (422, 520), (415, 525), (409, 531), (402, 537), (391, 543), (388, 549), (377, 555), (370, 561), (363, 567), (356, 572), (350, 578), (343, 584), (336, 590), (324, 596), (318, 602), (311, 608), (299, 614), (293, 620), (286, 625), (279, 631), (272, 637), (260, 643), (254, 649), (248, 655), (247, 661), (229, 667), (222, 672), (233, 678), (203, 684), (202, 690), (190, 696), (196, 702), (188, 708), (171, 714), (170, 720)]","[(665, 384), (671, 390), (671, 396), (673, 402), (678, 408), (690, 414), (696, 420), (692, 425), (703, 431), (710, 437), (717, 443), (711, 449), (717, 455), (723, 461), (724, 467), (730, 472), (730, 478), (743, 484), (749, 490), (755, 496), (762, 502), (769, 508), (781, 514), (787, 520), (788, 525), (794, 531), (794, 537), (812, 543), (814, 549), (825, 555), (826, 561), (832, 567), (838, 572), (833, 578), (834, 584), (845, 590), (851, 596), (857, 602), (859, 608), (865, 614), (871, 620), (872, 625), (878, 631), (884, 637), (885, 643), (896, 649), (903, 655), (903, 661), (910, 667), (922, 672), (928, 678), (935, 684), (1070, 690), (1076, 696), (1082, 702), (1089, 708), (1090, 714), (1096, 720)]","[(704, 380), (720, 383), (736, 388), (752, 393), (768, 397), (784, 402), (800, 405), (816, 410), (832, 416), (848, 423), (864, 426), (880, 432), (896, 433), (912, 439), (928, 445), (944, 448), (960, 454), (976, 460), (992, 463), (1008, 468), (1024, 474), (1040, 478), (1056, 483), (1072, 489), (1088, 493), (1104, 498), (1120, 504), (1136, 507), (1152, 512), (1168, 514), (1184, 520), (1200, 525), (1216, 528), (1232, 533), (1248, 536), (1264, 542), (1280, 543)]"
58,52,-0.14730343862522283,359,617,381,652,car,F,1118.617437902522,True,True,True,True,"[(32, 505), (48, 499), (64, 496), (80, 490), (96, 483), (112, 482), (128, 476), (144, 470), (160, 468), (176, 462), (192, 459), (208, 454), (224, 452), (240, 446), (256, 441), (272, 438), (288, 434), (304, 431), (320, 426), (336, 420), (352, 418), (368, 416), (384, 411), (400, 405), (416, 403), (432, 401), (448, 397), (464, 394), (480, 390), (496, 387), (512, 382), (528, 380), (544, 375), (560, 373), (576, 368)]","[(601, 384), (595, 390), (588, 396), (581, 402), (570, 408), (562, 414), (551, 420), (544, 425), (537, 431), (530, 437), (523, 443), (516, 449), (509, 455), (499, 461), (493, 467), (486, 472), (480, 478), (473, 484), (466, 490), (459, 496), (452, 502), (445, 508), (439, 514), (428, 520), (421, 525), (414, 531), (408, 537), (402, 543), (395, 549), (383, 555), (376, 561), (370, 567), (363, 572), (356, 578), (349, 584), (343, 590), (336, 596), (330, 602), (318, 608), (311, 614), (305, 620), (298, 625), (292, 631), (285, 637), (273, 643), (272, 649), (265, 655), (259, 661), (247, 667), (241, 672), (235, 678), (228, 684), (222, 690), (215, 696), (209, 702), (203, 708), (196, 714), (183, 720)]","[(653, 384), (671, 390), (671, 396), (672, 402), (677, 408), (690, 414), (697, 420), (692, 425), (704, 431), (723, 437), (724, 443), (730, 449), (736, 455), (737, 461), (742, 467), (748, 472), (750, 478), (761, 484), (767, 490), (774, 496), (781, 502), (787, 508), (793, 514), (794, 520), (813, 525), (814, 531), (832, 537), (839, 543), (840, 549), (826, 555), (871, 561), (864, 567), (896, 572), (898, 578), (904, 584), (911, 590), (922, 596), (928, 602), (935, 608), (962, 614), (949, 620), (987, 625), (968, 631), (980, 637), (987, 643), (993, 649), (994, 655), (995, 661), (1001, 667), (1007, 672), (1037, 678), (1039, 684), (1044, 690), (1051, 696), (1082, 702), (1089, 708), (1090, 714), (1096, 720)]","[(704, 380), (720, 386), (736, 389), (752, 394), (768, 397), (784, 402), (800, 404), (816, 410), (832, 416), (848, 423), (864, 426), (880, 432), (896, 434), (912, 439), (928, 445), (944, 448), (960, 454), (976, 459), (992, 462), (1008, 468), (1024, 473), (1040, 478), (1056, 482), (1072, 486), (1088, 492), (1104, 496), (1120, 502), (1136, 505), (1152, 510), (1168, 513), (1184, 519), (1200, 524), (1216, 528), (1232, 533), (1248, 536), (1264, 542), (1280, 543)]"
59,53,-0.1945092149378679,358,617,381,653,car,F,1217.1500965309547,True,True,True,True,"[(16, 505), (32, 504), (48, 497), (64, 490), (80, 488), (96, 482), (112, 481), (128, 474), (144, 469), (160, 466), (176, 461), (192, 455), (208, 453), (224, 447), (240, 445), (256, 441), (272, 437), (288, 433), (304, 430), (320, 425), (336, 420), (352, 418), (368, 416), (384, 411), (400, 405), (416, 403), (432, 401), (448, 397), (464, 394), (480, 390), (496, 387), (512, 382), (528, 380), (544, 375), (560, 373), (576, 368), (592, 368)]","[(601, 384), (595, 390), (588, 396), (581, 402), (574, 408), (562, 414), (555, 420), (544, 425), (537, 431), (530, 437), (523, 443), (513, 449), (509, 455), (499, 461), (493, 467), (486, 472), (479, 478), (473, 484), (466, 490), (458, 496), (451, 502), (441, 508), (435, 514), (427, 520), (420, 525), (414, 531), (407, 537), (401, 543), (394, 549), (383, 555), (376, 561), (369, 567), (363, 572), (356, 578), (349, 584), (339, 590), (335, 596), (324, 602), (317, 608), (311, 614), (304, 620), (298, 625), (292, 631), (285, 637), (273, 643), (272, 649), (265, 655), (259, 661), (247, 667), (241, 672), (235, 678), (228, 684), (222, 690), (215, 696), (209, 702), (202, 708), (196, 714), (183, 720)]","[(665, 384), (671, 390), (671, 396), (672, 402), (673, 408), (678, 414), (697, 420), (692, 425), (729, 431), (724, 437), (729, 443), (735, 449), (737, 455), (800, 461), (807, 467), (749, 472), (750, 478), (756, 484), (767, 490), (774, 496), (781, 502), (787, 508), (787, 514), (788, 520), (793, 525), (813, 531), (813, 537), (833, 543), (839, 549), (825, 555), (827, 561), (833, 567), (839, 572), (898, 578), (904, 584), (911, 590), (942, 596), (858, 602), (935, 608), (866, 614), (980, 620), (987, 625), (878, 631), (980, 637), (987, 643), (993, 649), (994, 655), (994, 661), (1001, 667), (1007, 672), (1037, 678), (1064, 684), (1070, 690), (1089, 708), (1090, 714)]","[(720, 382), (736, 384), (752, 389), (768, 396), (784, 401), (800, 403), (816, 405), (832, 412), (848, 418), (864, 425), (880, 431), (896, 432), (912, 438), (928, 442), (944, 447), (960, 453), (976, 459), (992, 462), (1008, 467), (1024, 471), (1040, 477), (1056, 482), (1072, 486), (1088, 491), (1104, 493), (1120, 500), (1136, 505), (1152, 510), (1168, 513), (1184, 519), (1200, 524), (1216, 528), (1232, 533), (1248, 536), (1264, 542), (1280, 543)]"
60,54,-0.35961241571898567,358,617,381,655,car,F,1698.8082365925832,True,True,True,True,"[(16, 505), (32, 503), (48, 497), (64, 489), (80, 488), (96, 481), (112, 480), (128, 474), (144, 469), (160, 463), (176, 461), (192, 455), (208, 453), (224, 447), (240, 445), (256, 441), (272, 437), (288, 432), (304, 430), (320, 425), (336, 420), (352, 418), (368, 416), (384, 411), (400, 405), (416, 403), (432, 398), (448, 397), (464, 395), (480, 390), (496, 387), (512, 382), (528, 380), (544, 375), (560, 373), (576, 373), (592, 374)]","[(601, 384), (595, 390), (588, 396), (582, 402), (574, 408), (563, 414), (555, 420), (544, 425), (537, 431), (530, 437), (523, 443), (513, 449), (509, 455), (499, 461), (493, 467), (486, 472), (479, 478), (473, 484), (466, 490), (459, 496), (452, 502), (441, 508), (434, 514), (427, 520), (420, 525), (413, 531), (407, 537), (400, 543), (390, 549), (382, 555), (375, 561), (369, 567), (363, 572), (355, 578), (345, 584), (338, 590), (332, 596), (324, 602), (312, 608), (311, 614), (304, 620), (298, 625), (291, 631), (284, 637), (273, 643), (266, 649), (254, 655), (253, 661), (247, 667), (240, 672), (234, 678), (228, 684), (221, 690), (214, 696), (196, 702), (202, 708), (172, 714), (182, 720)]","[(652, 384), (659, 390), (670, 396), (671, 402), (672, 408), (678, 414), (685, 420), (692, 425), (698, 431), (710, 437), (691, 443), (697, 449), (736, 455), (736, 461), (724, 467), (748, 472), (749, 478), (755, 484), (767, 490), (762, 496), (768, 502), (787, 508), (781, 514), (788, 520), (788, 525), (794, 531), (794, 537), (813, 543), (814, 549), (825, 555), (826, 561), (814, 567), (839, 572), (839, 578), (833, 584), (851, 590), (851, 596), (858, 602), (859, 608), (865, 614), (872, 620), (877, 625), (878, 631), (884, 637), (885, 643), (896, 649), (929, 655), (994, 661), (1001, 667), (1006, 672), (1013, 678), (1064, 684)]","[(720, 382), (736, 384), (752, 389), (768, 395), (784, 401), (800, 402), (816, 404), (832, 411), (848, 417), (864, 424), (880, 430), (896, 403), (912, 438), (928, 441), (944, 447), (960, 453), (976, 458), (992, 461), (1008, 467), (1024, 471), (1040, 477), (1056, 482), (1072, 486), (1088, 491), (1104, 496), (1120, 502), (1136, 505), (1152, 511), (1168, 513), (1184, 519), (1200, 525), (1216, 528), (1232, 533), (1248, 537), (1264, 542), (1280, 544)]"
61,55,-0.48605747454109716,358,617,381,653,car,F,4038.612076701345,True,True,True,True,"[(32, 503), (48, 497), (64, 489), (80, 488), (96, 482), (112, 480), (128, 474), (144, 469), (160, 466), (176, 461), (192, 458), (208, 453), (224, 448), (240, 445), (256, 441), (272, 437), (288, 433), (304, 430), (320, 425), (336, 420), (352, 418), (368, 416), (384, 411), (400, 405), (416, 403), (432, 401), (448, 397), (464, 395), (480, 393), (496, 388), (512, 382), (528, 380), (544, 376), (560, 374), (576, 374), (592, 375)]","[(601, 384), (595, 390), (588, 396), (582, 402), (574, 408), (563, 414), (556, 420), (548, 425), (537, 431), (530, 437), (523, 443), (513, 449), (509, 455), (498, 461), (492, 467), (485, 472), (478, 478), (472, 484), (465, 490), (454, 496), (447, 502), (440, 508), (433, 514), (422, 520), (419, 525), (412, 531), (402, 537), (395, 543), (388, 549), (378, 555), (374, 561), (364, 567), (357, 572), (351, 578), (343, 584), (337, 590), (330, 596), (318, 602), (311, 608), (299, 614), (293, 620), (286, 625), (279, 631), (272, 637), (260, 643), (254, 649), (248, 655), (241, 661), (229, 667), (222, 672), (233, 678), (203, 684), (209, 690), (209, 696), (196, 702), (188, 708), (171, 714), (164, 720)]","[(652, 384), (659, 390), (670, 396), (671, 402), (672, 408), (678, 414), (684, 420), (691, 425), (698, 431), (710, 437), (691, 443), (697, 449), (735, 455), (736, 461), (742, 467), (748, 472), (749, 478), (755, 484), (762, 490), (762, 496), (768, 502), (786, 508), (781, 514), (788, 520), (788, 525), (794, 531), (794, 537), (812, 543), (814, 549), (825, 555), (826, 561), (814, 567), (827, 572), (833, 578), (833, 584), (839, 590), (846, 596), (857, 602), (859, 608), (865, 614), (871, 620), (872, 625), (878, 631), (884, 637), (885, 643), (891, 649), (903, 655), (903, 661), (910, 667), (922, 672), (928, 678), (935, 684), (941, 690), (949, 696), (955, 702), (961, 708), (962, 714), (942, 720)]","[(704, 377), (720, 383), (736, 388), (752, 390), (768, 396), (784, 402), (800, 404), (816, 409), (832, 415), (848, 419), (864, 425), (880, 431), (896, 433), (912, 439), (928, 442), (944, 447), (960, 453), (976, 459), (992, 462), (1008, 467), (1024, 471), (1040, 477), (1056, 482), (1072, 486), (1088, 491), (1104, 493), (1120, 500), (1136, 505), (1152, 510), (1168, 513), (1184, 519), (1200, 524), (1216, 528), (1232, 533), (1248, 536), (1264, 542), (1280, 543)]"
62,56,-0.7496301785958528,357,617,382,654,car,F,9494.496050741749,True,True,True,True,"[(32, 491), (48, 484), (64, 484), (80, 483), (96, 480), (112, 475), (128, 469), (144, 468), (160, 462), (176, 460), (192, 455), (208, 449), (224, 446), (240, 444), (256, 440), (272, 435), (288, 432), (304, 430), (320, 425), (336, 420), (352, 418), (368, 416), (384, 411), (400, 405), (416, 403), (432, 401), (448, 397), (464, 395), (480, 391), (496, 388), (512, 382), (528, 380), (544, 376), (560, 374), (576, 374), (592, 375)]","[(601, 384), (595, 390), (588, 396), (582, 402), (575, 408), (563, 414), (556, 420), (548, 425), (537, 431), (530, 437), (523, 443), (512, 449), (506, 455), (498, 461), (492, 467), (484, 472), (478, 478), (471, 484), (464, 490), (453, 496), (446, 502), (439, 508), (428, 514), (421, 520), (414, 525), (408, 531), (401, 537), (390, 543), (383, 549), (376, 555), (370, 561), (363, 567), (352, 572), (345, 578), (342, 584), (336, 590), (318, 596), (317, 602), (305, 608), (298, 614), (292, 620), (279, 625), (273, 631), (266, 637), (255, 643), (254, 649), (247, 655), (235, 661), (228, 667), (221, 672), (210, 678), (202, 684), (196, 690), (190, 696), (177, 702), (177, 708), (171, 714), (164, 720)]","[(659, 390), (670, 396), (671, 402), (672, 408), (678, 414), (684, 420), (691, 425), (697, 431), (685, 437), (690, 443), (686, 449), (692, 455), (692, 461), (698, 467), (710, 472), (717, 478), (710, 484), (723, 490), (717, 496), (767, 502), (787, 508), (781, 514), (788, 520), (793, 525), (788, 531), (793, 537), (812, 543), (814, 549), (825, 555), (807, 561), (813, 567), (800, 572), (806, 578), (813, 584), (762, 590), (762, 596), (768, 602), (774, 608), (769, 614), (775, 620), (871, 625), (780, 631), (781, 637), (884, 643), (891, 649), (800, 655), (807, 661), (807, 667), (808, 672), (928, 678), (858, 684), (865, 690), (864, 696), (864, 702), (870, 708), (871, 714), (877, 720)]","[(704, 381), (720, 386), (736, 389), (752, 394), (768, 398), (784, 404), (800, 409), (816, 412), (832, 417), (848, 422), (864, 426), (880, 431), (896, 433), (912, 439), (928, 442), (944, 447), (960, 453), (976, 458), (992, 462), (1008, 467), (1024, 471), (1040, 476), (1056, 481), (1072, 485), (1088, 490), (1104, 492), (1120, 499), (1136, 504), (1152, 507), (1168, 512), (1184, 518), (1200, 521), (1216, 527), (1232, 532), (1248, 535), (1264, 541), (1280, 543)]"
63,57,-0.5278295173438179,356,617,381,654,car,F,12645.559710371805,True,True,True,True,"[(32, 489), (48, 483), (64, 482), (80, 477), (96, 475), (112, 469), (128, 468), (144, 467), (160, 461), (176, 460), (192, 454), (208, 448), (224, 446), (240, 444), (256, 439), (272, 435), (288, 432), (304, 429), (320, 425), (336, 420), (352, 418), (368, 417), (384, 411), (400, 406), (416, 404), (432, 402), (448, 397), (464, 395), (480, 393), (496, 387), (512, 382), (528, 380), (544, 376), (560, 374), (576, 374)]","[(601, 384), (595, 390), (588, 396), (582, 402), (575, 408), (563, 414), (556, 420), (549, 425), (537, 431), (530, 437), (523, 443), (513, 449), (509, 455), (498, 461), (492, 467), (485, 472), (478, 478), (472, 484), (465, 490), (454, 496), (447, 502), (440, 508), (432, 514), (421, 520), (414, 525), (408, 531), (401, 537), (390, 543), (384, 549), (377, 555), (370, 561), (363, 567), (355, 572), (349, 578), (342, 584), (336, 590), (318, 596), (317, 602), (305, 608), (298, 614), (292, 620), (279, 625), (273, 631), (266, 637), (255, 643), (253, 649), (247, 655), (235, 661), (228, 667), (221, 672), (209, 678), (202, 684), (196, 690), (189, 696), (177, 702), (177, 708), (171, 714), (150, 720)]","[(653, 384), (659, 390), (670, 396), (671, 402), (672, 408), (678, 414), (685, 420), (692, 425), (698, 431), (710, 437), (722, 443), (724, 449), (717, 455), (735, 461), (730, 467), (747, 472), (749, 478), (743, 484), (762, 490), (768, 496), (768, 502), (786, 508), (781, 514), (788, 520), (793, 525), (794, 531), (794, 537), (812, 543), (814, 549), (825, 555), (807, 561), (814, 567), (826, 572), (832, 578), (833, 584), (839, 590), (846, 596), (853, 602), (858, 608), (865, 614), (859, 620), (871, 625), (878, 631), (879, 637), (884, 643), (891, 649), (897, 655), (898, 661), (909, 667), (922, 672), (928, 678), (935, 684), (929, 690), (929, 696), (936, 702), (942, 708), (936, 714), (942, 720)]","[(704, 381), (720, 386), (736, 390), (752, 395), (768, 400), (784, 404), (800, 408), (816, 411), (832, 417), (848, 422), (864, 426), (880, 431), (896, 433), (912, 439), (928, 442), (944, 447), (960, 453), (976, 458), (992, 462), (1008, 467), (1024, 471), (1040, 477), (1056, 481), (1072, 485), (1088, 491), (1104, 493), (1120, 499), (1136, 504), (1152, 510), (1168, 512), (1184, 518), (1200, 522), (1216, 527), (1232, 532), (1248, 536), (1264, 542), (1280, 543)]"
64,58,-0.33966108601825096,357,617,381,653,car,F,3290.6211911697114,True,True,True,True,"[(32, 490), (48, 483), (64, 483), (80, 477), (96, 480), (112, 470), (128, 469), (144, 468), (160, 462), (176, 460), (192, 455), (208, 449), (224, 446), (240, 444), (256, 440), (272, 435), (288, 432), (304, 430), (320, 425), (336, 420), (352, 422), (368, 417), (384, 412), (400, 408), (416, 404), (432, 402), (448, 397), (464, 395), (480, 391), (496, 387), (512, 382), (528, 380), (544, 375), (560, 373), (576, 374)]","[(600, 384), (594, 390), (588, 396), (582, 402), (574, 408), (563, 414), (556, 420), (549, 425), (538, 431), (531, 437), (524, 443), (516, 449), (509, 455), (499, 461), (493, 467), (486, 472), (479, 478), (472, 484), (465, 490), (454, 496), (447, 502), (440, 508), (433, 514), (422, 520), (415, 525), (408, 531), (401, 537), (391, 543), (384, 549), (377, 555), (370, 561), (363, 567), (356, 572), (349, 578), (342, 584), (336, 590), (324, 596), (317, 602), (306, 608), (298, 614), (291, 620), (279, 625), (273, 631), (266, 637), (255, 643), (253, 649), (247, 655), (235, 661), (228, 667), (221, 672), (210, 678), (203, 684), (196, 690), (190, 696), (178, 702), (177, 708), (171, 714), (164, 720)]","[(653, 384), (659, 390), (670, 396), (671, 402), (672, 408), (678, 414), (685, 420), (692, 425), (698, 431), (709, 437), (691, 443), (729, 449), (717, 455), (723, 461), (724, 467), (729, 472), (749, 478), (743, 484), (762, 490), (768, 496), (768, 502), (786, 508), (781, 514), (788, 520), (788, 525), (794, 531), (794, 537), (845, 543), (852, 549), (825, 555), (807, 561), (814, 567), (826, 572), (832, 578), (833, 584), (839, 590), (846, 596), (853, 602), (858, 608), (865, 614), (871, 620), (871, 625), (878, 631), (884, 637), (885, 643), (891, 649), (897, 655), (903, 661), (1039, 667), (942, 672), (1037, 678), (1064, 684), (1070, 690), (1076, 696), (1083, 702), (1089, 708), (1090, 714), (1097, 720)]","[(704, 380), (720, 386), (736, 389), (752, 394), (768, 398), (784, 403), (800, 408), (816, 411), (832, 416), (848, 420), (864, 426), (880, 431), (896, 433), (912, 438), (928, 442), (944, 447), (960, 453), (976, 458), (992, 462), (1008, 467), (1024, 471), (1040, 477), (1056, 482), (1072, 486), (1088, 491), (1104, 493), (1120, 500), (1136, 505), (1152, 510), (1168, 513), (1184, 519), (1200, 524), (1216, 528), (1232, 533), (1248, 536), (1264, 542), (1280, 543)]"
